value,0,0.0785398,0.0196349,0.15708,0.0392699
value,0,0.0785398,0.0589048,0.15708,0.0392699
value,33.8768,0.0785398,0.0981747,0.15708,0.0392699
value,33.8768,0.0785398,0.137445,0.15708,0.0392699
value,101.63,0.0785398,0.176714,0.15708,0.0392699
value,0,0.0785398,0.215984,0.15708,0.0392699
value,33.8768,0.0785398,0.255254,0.15708,0.0392699
value,135.507,0.0785398,0.294524,0.15708,0.0392699
value,0,0.0785398,0.333794,0.15708,0.0392699
value,67.7535,0.0785398,0.373064,0.15708,0.0392699
value,67.7535,0.0785398,0.412334,0.15708,0.0392699
value,67.7535,0.0785398,0.451604,0.15708,0.0392699
value,169.384,0.0785398,0.490873,0.15708,0.0392699
value,67.7535,0.0785398,0.530143,0.15708,0.0392699
value,67.7535,0.0785398,0.569413,0.15708,0.0392699
value,0,0.0785398,0.608683,0.15708,0.0392699
value,33.8768,0.0785398,0.647953,0.15708,0.0392699
value,67.7535,0.0785398,0.687223,0.15708,0.0392699
value,169.384,0.0785398,0.726493,0.15708,0.0392699
value,203.261,0.0785398,0.765763,0.15708,0.0392699
value,101.63,0.0785398,0.805032,0.15708,0.0392699
value,135.507,0.0785398,0.844302,0.15708,0.0392699
value,67.7535,0.0785398,0.883572,0.15708,0.0392699
value,169.384,0.0785398,0.922842,0.15708,0.0392699
value,33.8768,0.0785398,0.962112,0.15708,0.0392699
value,33.8768,0.0785398,1.00138,0.15708,0.0392699
value,67.7535,0.0785398,1.04065,0.15708,0.0392699
value,0,0.0785398,1.07992,0.15708,0.0392699
value,0,0.0785398,1.11919,0.15708,0.0392699
value,33.8768,0.0785398,1.15846,0.15708,0.0392699
value,0,0.0785398,1.19773,0.15708,0.0392699
value,0,0.0785398,1.237,0.15708,0.0392699
value,0,0.0785398,1.27627,0.15708,0.0392699
value,0,0.0785398,1.31554,0.15708,0.0392699
value,0,0.0785398,1.35481,0.15708,0.0392699
value,0,0.0785398,1.39408,0.15708,0.0392699
value,0,0.0785398,1.43335,0.15708,0.0392699
value,0,0.0785398,1.47262,0.15708,0.0392699
value,0,0.0785398,1.51189,0.15708,0.0392699
value,0,0.0785398,1.55116,0.15708,0.0392699
value,33.8768,0.235619,0.0196349,0.15708,0.0392699
value,33.8768,0.235619,0.0589048,0.15708,0.0392699
value,33.8768,0.235619,0.0981747,0.15708,0.0392699
value,0,0.235619,0.137445,0.15708,0.0392699
value,0,0.235619,0.176714,0.15708,0.0392699
value,67.7535,0.235619,0.215984,0.15708,0.0392699
value,0,0.235619,0.255254,0.15708,0.0392699
value,0,0.235619,0.294524,0.15708,0.0392699
value,33.8768,0.235619,0.333794,0.15708,0.0392699
value,101.63,0.235619,0.373064,0.15708,0.0392699
value,0,0.235619,0.412334,0.15708,0.0392699
value,135.507,0.235619,0.451604,0.15708,0.0392699
value,67.7535,0.235619,0.490873,0.15708,0.0392699
value,67.7535,0.235619,0.530143,0.15708,0.0392699
value,101.63,0.235619,0.569413,0.15708,0.0392699
value,101.63,0.235619,0.608683,0.15708,0.0392699
value,101.63,0.235619,0.647953,0.15708,0.0392699
value,67.7535,0.235619,0.687223,0.15708,0.0392699
value,101.63,0.235619,0.726493,0.15708,0.0392699
value,67.7535,0.235619,0.765763,0.15708,0.0392699
value,67.7535,0.235619,0.805032,0.15708,0.0392699
value,33.8768,0.235619,0.844302,0.15708,0.0392699
value,67.7535,0.235619,0.883572,0.15708,0.0392699
value,0,0.235619,0.922842,0.15708,0.0392699
value,0,0.235619,0.962112,0.15708,0.0392699
value,33.8768,0.235619,1.00138,0.15708,0.0392699
value,67.7535,0.235619,1.04065,0.15708,0.0392699
value,0,0.235619,1.07992,0.15708,0.0392699
value,0,0.235619,1.11919,0.15708,0.0392699
value,0,0.235619,1.15846,0.15708,0.0392699
value,0,0.235619,1.19773,0.15708,0.0392699
value,0,0.235619,1.237,0.15708,0.0392699
value,0,0.235619,1.27627,0.15708,0.0392699
value,0,0.235619,1.31554,0.15708,0.0392699
value,0,0.235619,1.35481,0.15708,0.0392699
value,0,0.235619,1.39408,0.15708,0.0392699
value,0,0.235619,1.43335,0.15708,0.0392699
value,0,0.235619,1.47262,0.15708,0.0392699
value,0,0.235619,1.51189,0.15708,0.0392699
value,0,0.235619,1.55116,0.15708,0.0392699
value,33.8768,0.392699,0.0196349,0.15708,0.0392699
value,33.8768,0.392699,0.0589048,0.15708,0.0392699
value,0,0.392699,0.0981747,0.15708,0.0392699
value,33.8768,0.392699,0.137445,0.15708,0.0392699
value,33.8768,0.392699,0.176714,0.15708,0.0392699
value,0,0.392699,0.215984,0.15708,0.0392699
value,33.8768,0.392699,0.255254,0.15708,0.0392699
value,67.7535,0.392699,0.294524,0.15708,0.0392699
value,33.8768,0.392699,0.333794,0.15708,0.0392699
value,33.8768,0.392699,0.373064,0.15708,0.0392699
