value,1.53582e-06,0.108331,0.101886,0.216662,0.203771
value,3.46011e-06,0.108331,0.246225,0.216662,0.0849079
value,4.02141e-06,0.108331,0.32143,0.216662,0.0655011
value,4.80947e-06,0.108331,0.381939,0.216662,0.055517
value,4.69197e-06,0.108331,0.434286,0.216662,0.0491768
value,4.10924e-06,0.108331,0.481226,0.216662,0.0447027
value,3.89086e-06,0.108331,0.524245,0.216662,0.041336
value,3.90469e-06,0.108331,0.564258,0.216662,0.0386899
value,4.07741e-06,0.108331,0.601875,0.216662,0.036544
value,4.19729e-06,0.108331,0.637528,0.216662,0.034762
value,4.14676e-06,0.108331,0.671536,0.216662,0.0332545
value,4.06413e-06,0.108331,0.704144,0.216662,0.0319604
value,3.95266e-06,0.108331,0.735542,0.216662,0.0308358
value,3.81509e-06,0.108331,0.765884,0.216662,0.0298488
value,3.67192e-06,0.108331,0.795296,0.216662,0.0289752
value,3.48794e-06,0.108331,0.823882,0.216662,0.0281966
value,3.28388e-06,0.108331,0.851729,0.216662,0.0274983
value,3.06132e-06,0.108331,0.878913,0.216662,0.0268689
value,2.82169e-06,0.108331,0.905497,0.216662,0.026299
value,2.56626e-06,0.108331,0.931537,0.216662,0.025781
value,2.2962e-06,0.108331,0.957082,0.216662,0.0253087
value,2.0126e-06,0.108331,0.982174,0.216662,0.0248768
value,1.71644e-06,0.108331,1.00685,0.216662,0.0244809
value,1.40866e-06,0.108331,1.03115,0.216662,0.0241174
value,1.09012e-06,0.108331,1.0551,0.216662,0.0237831
value,7.6164e-07,0.108331,1.07873,0.216662,0.0234752
value,6.57388e-07,0.108331,1.10207,0.216662,0.0231915
value,7.4629e-07,0.108331,1.12513,0.216662,0.0229299
value,9.6486e-07,0.108331,1.14794,0.216662,0.0226885
value,1.5856e-06,0.324992,0.101886,0.216662,0.203771
value,3.68827e-06,0.324992,0.246225,0.216662,0.0849079
value,4.6123e-06,0.324992,0.32143,0.216662,0.0655011
value,5.37456e-06,0.324992,0.381939,0.216662,0.055517
value,5.75698e-06,0.324992,0.434286,0.216662,0.0491768
value,5.49275e-06,0.324992,0.481226,0.216662,0.0447027
value,4.60636e-06,0.324992,0.524245,0.216662,0.041336
value,4.53291e-06,0.324992,0.564258,0.216662,0.0386899
value,4.61881e-06,0.324992,0.601875,0.216662,0.036544
value,4.81069e-06,0.324992,0.637528,0.216662,0.034762
value,4.91213e-06,0.324992,0.671536,0.216662,0.0332545
value,4.72816e-06,0.324992,0.704144,0.216662,0.0319604
value,4.37938e-06,0.324992,0.735542,0.216662,0.0308358
value,4.04218e-06,0.324992,0.765884,0.216662,0.0298488
value,3.88202e-06,0.324992,0.795296,0.216662,0.0289752
value,4.0348e-06,0.324992,0.823882,0.216662,0.0281966
value,3.81352e-06,0.324992,0.851729,0.216662,0.0274983
value,3.57153e-06,0.324992,0.878913,0.216662,0.0268689
value,3.31043e-06,0.324992,0.905497,0.216662,0.026299
value,3.03164e-06,0.324992,0.931537,0.216662,0.025781
value,2.73647e-06,0.324992,0.957082,0.216662,0.0253087
value,2.42612e-06,0.324992,0.982174,0.216662,0.0248768
value,2.10171e-06,0.324992,1.00685,0.216662,0.0244809
value,1.76427e-06,0.324992,1.03115,0.216662,0.0241174
value,1.41477e-06,0.324992,1.0551,0.216662,0.0237831
value,1.0541e-06,0.324992,1.07873,0.216662,0.0234752
value,7.23718e-07,0.324992,1.10207,0.216662,0.0231915
value,6.46946e-07,0.324992,1.12513,0.216662,0.0229299
value,8.86653e-07,0.324992,1.14794,0.216662,0.0226885
value,1.63546e-06,0.541654,0.101886,0.216662,0.203771
value,3.96049e-06,0.541654,0.246225,0.216662,0.0849079
value,5.20841e-06,0.541654,0.32143,0.216662,0.0655011
value,6.12406e-06,0.541654,0.381939,0.216662,0.055517
value,6.67724e-06,0.541654,0.434286,0.216662,0.0491768
value,6.8235e-06,0.541654,0.481226,0.216662,0.0447027
value,6.57286e-06,0.541654,0.524245,0.216662,0.041336
